-0.390271, -0.373443, 0.770016, 0.750777
-0.294785, -0.372165, 0.768843, 0.747866
-0.198878, -0.371469, 0.766891, 0.745685
-0.102576, -0.371259, 0.76423, 0.744166
-0.0059099, -0.371456, 0.76095, 0.743258
0.104312, -0.371995, 0.741101, 0.742933
0.238354, -0.372821, 0.696175, 0.74318
0.360232, -0.373889, 0.683327, 0.744011
0.464722, -0.375163, 0.675646, 0.745459
0.553876, -0.376614, 0.674484, 0.747575
0.673094, -0.378216, 0.675402, 0.749922
0.761029, -0.379696, 0.67581, 0.749954
0.849647, -0.379947, 0.674903, 0.748949
0.969768, -0.378782, 0.653455, 0.746757
1.07473, -0.377822, 0.676744, 0.745042
1.16427, -0.377098, 0.704571, 0.743893
1.25221, -0.37665, 0.702859, 0.743418
1.34125, -0.376523, 0.696395, 0.743753
1.44013, -0.37677, 0.677295, 0.745062
1.57396, -0.377453, 0.653518, 0.74754
1.67557, -0.378639, 0.655053, 0.749652
1.77154, -0.380396, 0.658684, 0.750343
1.87565, -0.382781, 0.652737, 0.751917
1.96907, -0.385814, 0.672148, 0.754445
2.05617, -0.389248, 0.672084, 0.757743
2.17598, -0.388576, 0.656588, 0.757381
2.26419, -0.38823, 0.653619, 0.756757
2.38125, -0.387145, 0.654942, 0.754424
2.46336, -0.38442, 0.663987, 0.750687
2.58161, -0.382265, 0.671675, 0.747806
2.66451, -0.380671, 0.680105, 0.745832
2.74905, -0.379529, 0.683348, 0.744734
2.86581, -0.377815, 0.656182, 0.743587
2.97354, -0.376236, 0.674677, 0.743222
3.05881, -0.374812, 0.669749, 0.743816
3.18551, -0.37357, 0.662528, 0.741449
3.26414, -0.372539, 0.701174, 0.739563
3.34573, -0.371759, 0.710802, 0.738487
3.43134, -0.371274, 0.715603, 0.738165
3.52068, -0.371143, 0.71606, 0.738571
3.65279, -0.371432, 0.680046, 0.739707
3.7745, -0.372225, 0.654501, 0.741605
3.86653, -0.373619, 0.685735, 0.744321
3.9623, -0.375722, 0.697584, 0.74627
4.05212, -0.37826, 0.69604, 0.747547
4.14259, -0.379323, 0.692425, 0.747963
4.24974, -0.379065, 0.672258, 0.747562
4.37053, -0.37822, 0.677912, 0.746991
4.45695, -0.377626, 0.677988, 0.74656
4.54964, -0.377325, 0.670893, 0.744266
4.6709, -0.377364, 0.644105, 0.743111
4.77103, -0.377797, 0.656294, 0.742994
4.8725, -0.378686, 0.674759, 0.743852
4.96032, -0.380095, 0.676057, 0.745653
5.05038, -0.382085, 0.682802, 0.748378
5.16688, -0.383682, 0.65768, 0.750993
5.27912, -0.37964, 0.650701, 0.748206
5.3762, -0.376475, 0.672068, 0.746494
5.4654, -0.374148, 0.699674, 0.745785
5.55217, -0.372561, 0.700315, 0.745959
5.64037, -0.371605, 0.697175, 0.746885
5.73565, -0.371179, 0.685277, 0.747776
5.87478, -0.371197, 0.683183, 0.74739
5.95848, -0.371587, 0.684533, 0.747707
6.0441, -0.372287, 0.681594, 0.748722
6.18078, -0.373249, 0.654002, 0.750295
6.26289, -0.374434, 0.671776, 0.750644
6.3672, -0.375808, 0.67675, 0.751646
6.45547, -0.377345, 0.676043, 0.753209
6.56978, -0.379022, 0.660615, 0.753978
6.67306, -0.379686, 0.688132, 0.752856
6.76157, -0.378414, 0.703551, 0.749933
6.85063, -0.377647, 0.704173, 0.747673
6.94106, -0.377319, 0.699623, 0.746038
7.03253, -0.377371, 0.691261, 0.745004
7.17821, -0.377751, 0.671999, 0.744561
7.26468, -0.378412, 0.720944, 0.744718
7.35232, -0.379315, 0.726826, 0.745504
7.44113, -0.380427, 0.730318, 0.746974
7.53136, -0.381721, 0.731078, 0.749207
7.62305, -0.383173, 0.729071, 0.752316
7.7161, -0.387907, 0.724554, 0.759583
7.82396, -0.387843, 0.704431, 0.763096
7.97401, -0.388056, 0.690224, 0.766726
8.06164, -0.388518, 0.712445, 0.765838
8.14999, -0.388178, 0.710827, 0.764676
8.23943, -0.387501, 0.703527, 0.763636
8.33017, -0.38716, 0.690812, 0.763327
8.47806, -0.387127, 0.654602, 0.763663
8.56327, -0.387373, 0.675218, 0.762769
8.66701, -0.387869, 0.71172, 0.761491
8.75441, -0.388587, 0.716659, 0.760573
8.84294, -0.389504, 0.719222, 0.760011
8.93289, -0.390598, 0.719142, 0.759813
9.02431, -0.402695, 0.716511, 0.770839
9.12423, -0.401631, 0.704648, 0.768969
9.27348, -0.401266, 0.690666, 0.768116
9.36144, -0.402593, 0.69556, 0.769115
9.45006, -0.40265, 0.694726, 0.768836
9.5397, -0.40174, 0.691528, 0.76806
9.669, -0.40021, 0.671895, 0.767048
9.66538, -0.497227, 0.677894, 0.770722
9.6619, -0.593227, 0.683894, 0.772856
9.65851, -0.687761, 0.689893, 0.772984
9.6552, -0.780185, 0.695892, 0.770467
9.65194, -0.869645, 0.701891, 0.764477
9.64872, -0.955243, 0.707891, 0.754147
9.64553, -1.03658, 0.713085, 0.737359
9.64236, -1.11468, 0.717889, 0.665188
9.63922, -1.30667, 0.722837, 0.734906
9.63609, -1.40392, 0.727906, 0.75231
9.63298, -1.50073, 0.733076, 0.765213
9.62988, -1.59704, 0.738332, 0.773488
9.62679, -1.69277, 0.743661, 0.77785
9.62437, -1.78784, 0.766066, 0.779122
9.6276, -1.88215, 0.895331, 0.777953
9.62989, -1.97565, 0.900253, 0.774794
9.63136, -2.0683, 0.750819, 0.76996
9.63218, -2.16009, 0.748565, 0.763695
9.63245, -2.2497, 0.747018, 0.754833
9.63227, -2.33615, 0.746104, 0.742497
9.63173, -2.42151, 0.745773, 0.67842
9.63175, -2.57129, 0.745129, 0.698952
9.63297, -2.69159, 0.743574, 0.733536
9.63395, -2.78641, 0.742602, 0.738063
9.63464, -2.88037, 0.742319, 0.740967
9.63497, -2.97339, 0.742853, 0.742141
9.63487, -3.06324, 0.744353, 0.739296
9.63423, -3.149, 0.746987, 0.731506
9.63292, -3.23188, 0.750931, 0.72003
