-0.446254, 0.448296, -0.000445116
-0.336484, 0.447722, -0.000269068
-0.226203, 0.446171, -0.000421963
-0.115884, 0.445402, -0.000346515
-0.0050425, 0.444541, -0.000621859
0.105438, 0.443794, -0.000654609
0.216035, 0.443135, -0.000772817
0.326911, 0.442556, -0.0013658
0.437713, 0.44179, -0.00178422
0.548308, 0.441346, -0.00206564
0.658802, 0.44071, -0.0025454
0.769169, 0.440738, -0.00331193
0.879413, 0.441325, -0.00429173
0.989899, 0.441113, -0.00476257
1.10031, 0.440553, -0.00546607
1.21077, 0.440084, -0.0058695
1.32129, 0.439334, -0.0063533
1.43192, 0.438564, -0.00670055
1.54267, 0.437762, -0.00705148
1.65335, 0.437252, -0.00764956
1.76415, 0.436415, -0.00800069
1.87492, 0.435486, -0.00835239
1.98565, 0.434349, -0.00878851
2.09642, 0.433106, -0.00924609
2.20725, 0.432029, -0.00970966
2.3183, 0.430816, -0.0101113
2.4295, 0.429589, -0.0103811
2.54072, 0.42849, -0.0106331
2.65182, 0.427711, -0.0108846
2.76273, 0.426929, -0.0110697
2.87353, 0.426092, -0.0111992
2.98433, 0.425465, -0.0111069
3.09504, 0.424474, -0.0111509
3.20571, 0.423502, -0.0112556
3.31635, 0.42251, -0.0112068
3.42686, 0.421469, -0.011202
3.53723, 0.420482, -0.0111841
3.64736, 0.420026, -0.010827
3.75735, 0.419145, -0.0108183
3.86719, 0.418521, -0.0106329
3.97694, 0.417813, -0.0106314
4.08672, 0.416928, -0.0103928
4.19638, 0.416191, -0.0102141
4.3061, 0.415656, -0.00980082
4.41598, 0.414648, -0.00944285
4.52599, 0.413628, -0.00901547
4.63587, 0.412602, -0.00790756
4.74595, 0.4119, -0.00754153
4.85609, 0.411459, -0.00706976
4.96629, 0.410957, -0.00662605
5.07657, 0.410443, -0.0061355
5.18692, 0.409983, -0.00550877
5.29695, 0.408825, -0.00464072
5.40684, 0.408038, -0.00415447
5.51649, 0.407218, -0.00377722
5.62597, 0.406093, -0.0031763
5.73545, 0.40623, -0.00247492
5.84497, 0.406475, -0.00186291
5.95426, 0.406201, -0.0012751
6.06364, 0.406455, -0.000931357
6.1732, 0.406739, -0.000514782
6.28295, 0.406727, 0.000177661
6.39284, 0.407117, 0.000624168
6.50276, 0.407621, 0.00111461
6.61258, 0.408302, 0.00167681
6.72181, 0.410268, 0.003066
6.83143, 0.41133, 0.00384474
6.94123, 0.412294, 0.00463606
7.05107, 0.413824, 0.00577712
7.16131, 0.414357, 0.00668914
7.2718, 0.414996, 0.00758397
7.38216, 0.41646, 0.00853712
7.49248, 0.417794, 0.00929097
7.60224, 0.418727, 0.0103602
7.712, 0.419895, 0.011152
7.8213, 0.42013, 0.0121275
7.93056, 0.420196, 0.0130505
8.04023, 0.421017, 0.0134928
8.14979, 0.422038, 0.0138678
8.25929, 0.422946, 0.0140627
8.36858, 0.42387, 0.0141781
8.47776, 0.424519, 0.0145222
8.58608, 0.424284, 0.0137948
8.69461, 0.424984, 0.0135894
8.80217, 0.423976, 0.0130528
8.91057, 0.424066, 0.0124907
9.01948, 0.423721, 0.0118275
9.12923, 0.423334, 0.0111237
9.23792, 0.424328, 0.00802931
9.34723, 0.426194, 0.00701972
9.45454, 0.428953, 0.00547304
9.55996, 0.430654, 0.0028231
9.66443, 0.432789, 0.00104978
9.76866, 0.434021, -0.000554881
9.86797, 0.439994, -0.00703787
9.97395, 0.438791, -0.00804899
10.0801, 0.437174, -0.00911092
10.1865, 0.435255, -0.0102555
10.2934, 0.43323, -0.0114762
10.401, 0.431296, -0.012721
10.5094, 0.429488, -1.58471
10.5053, 0.319017, -1.58704
10.5008, 0.210342, -1.59057
10.4872, 0.0975788, -1.59875
10.4791, -0.0139271, -1.60225
10.4638, -0.126402, -1.60974
10.4544, -0.231215, -1.61375
10.4498, -0.329255, -1.61601
10.4497, -0.424946, -1.61642
10.4507, -0.522101, -1.61602
10.4515, -0.621224, -1.61726
10.4537, -0.72244, -1.61513
10.4523, -0.82262, -1.61723
10.4492, -0.920822, -1.61505
10.4494, -1.02059, -1.61403
10.4432, -1.09656, -1.59755
10.4444, -1.20286, -1.59866
10.4455, -1.30491, -1.59654
10.4458, -1.412, -1.59668
10.445, -1.52143, -1.5976
10.4433, -1.63107, -1.59819
10.4408, -1.74059, -1.59836
10.4374, -1.84964, -1.59807
10.4338, -1.95811, -1.59741
10.4303, -2.0662, -1.59649
10.4274, -2.17444, -1.59583
10.4251, -2.28317, -1.59541
10.4233, -2.39227, -1.59467
10.4179, -2.49994, -1.59138
10.4166, -2.61044, -1.59129
10.4149, -2.7211, -1.59128
10.4127, -2.83148, -1.5909
10.4102, -2.94152, -1.59025
10.408, -3.05136, -1.58951
10.406, -3.16116, -1.58874
10.4056, -3.27073, -1.58712
10.4043, -3.3808, -1.58629
10.4024, -3.49112, -1.58545
10.3999, -3.60143, -1.58473
10.3972, -3.71135, -1.58359
10.3956, -3.82129, -1.58295
10.3939, -3.93083, -1.58164
10.393, -4.04067, -1.58096
10.3923, -4.15049, -1.58023
10.3918, -4.26028, -1.57945
10.3931, -4.36898, -1.57724
10.393, -4.47873, -1.57629
10.3922, -4.58857, -1.57563
10.3913, -4.69842, -1.57503
10.3902, -4.80819, -1.57431
10.3891, -4.91773, -1.57339
10.3894, -5.0268, -1.57232
10.3896, -5.1365, -1.57171
10.3902, -5.24618, -1.57054
10.3901, -5.35618, -1.56963
10.3893, -5.46588, -1.56861
10.3883, -5.57521, -1.56771
10.3867, -5.68355, -1.56658
10.3864, -5.79205, -1.56608
10.3871, -5.90036, -1.56517
10.3875, -6.00902, -1.5646
10.3883, -6.11791, -1.56427
10.3892, -6.22696, -1.56394
10.3898, -6.33616, -1.56342
10.3906, -6.44531, -1.56299
10.3901, -6.55394, -1.5622
10.3907, -6.66287, -1.56197
10.3908, -6.77167, -1.56155
10.3913, -6.88041, -1.56145
10.3919, -6.98917, -1.56141
10.3926, -7.09797, -1.56133
10.393, -7.20634, -1.56172
10.3939, -7.31506, -1.56179
10.3947, -7.42377, -1.56181
10.3954, -7.53248, -1.56186
10.3963, -7.64122, -1.56202
10.397, -7.75005, -1.5622
10.3975, -7.85881, -1.56264
10.3984, -7.96766, -1.56288
10.3995, -8.07645, -1.56311
10.4008, -8.18523, -1.56326
10.4022, -8.29351, -1.56396
10.4038, -8.40237, -1.56362
10.4049, -8.51102, -1.56401
10.406, -8.61985, -1.56397
10.4069, -8.7287, -1.5641
10.4077, -8.8377, -1.56411
10.4081, -8.94674, -1.56439
10.4088, -9.05611, -1.56453
10.4095, -9.1654, -1.56498
10.4102, -9.27496, -1.56517
10.4107, -9.38453, -1.56539
10.4111, -9.4941, -1.56565
10.4113, -9.60392, -1.5658
10.4114, -9.7139, -1.56596
10.4115, -9.82399, -1.56617
10.4116, -9.93414, -1.56662
10.4122, -10.0446, -1.56712
10.4127, -10.1554, -1.56752
10.4135, -10.2663, -1.56802
10.4141, -10.3775, -3.13917
10.304, -10.3776, -3.13944
10.1941, -10.3776, -3.13978
10.0842, -10.3772, -3.14041
9.97404, -10.3771, -3.14066
9.86429, -10.3767, -3.14137
9.75428, -10.3766, 3.14158
9.64433, -10.3764, 3.14132
9.53437, -10.3762, 3.14106
9.42459, -10.3755, 3.14049
9.31453, -10.3753, 3.14026
9.20447, -10.3753, 3.13998
9.0946, -10.3759, 3.1395
8.98461, -10.376, 3.13938
8.87474, -10.3761, 3.13915
8.76454, -10.376, 3.13911
8.65429, -10.376, 3.13903
8.54385, -10.3761, 3.13898
8.43323, -10.3762, 3.13898
8.32244, -10.3762, 3.13903
8.21153, -10.3763, 3.13915
8.10053, -10.3762, 3.13934
7.98938, -10.3763, 3.13979
7.87834, -10.3762, 3.14015
7.76725, -10.376, 3.14042
7.65612, -10.3758, 3.14077
7.54499, -10.3755, 3.14118
7.43383, -10.3754, 3.14146
7.32261, -10.3755, -3.1413
7.21139, -10.3757, -3.14078
7.10019, -10.376, -3.14047
6.98898, -10.3765, -3.14009
6.87771, -10.377, -3.13912
6.76645, -10.3773, -3.1386
6.65515, -10.3772, -3.13809
6.54384, -10.3772, -3.13778
6.43262, -10.3774, -3.13753
6.32161, -10.3778, -3.13728
6.21085, -10.3784, -3.13698
6.10036, -10.3791, -3.13638
5.98975, -10.3802, -3.13594
5.87917, -10.3812, -3.13516
5.76851, -10.3825, -3.13446
5.65789, -10.3835, -3.13389
5.54726, -10.3844, -3.13343
5.43673, -10.3853, -3.13271
5.32618, -10.3865, -3.13222
5.21648, -10.3899, -3.13011
5.10645, -10.3935, -3.12819
4.9966, -10.3959, -3.12724
4.887, -10.3991, -3.12599
4.7779, -10.4024, -3.12364
4.66838, -10.4057, -3.12192
4.55932, -10.4068, -3.12028
4.45019, -10.408, -3.11918
4.34113, -10.409, -3.11893
4.23239, -10.4106, -3.11866
4.1243, -10.4128, -3.1183
4.01882, -10.4171, -3.11628
3.91283, -10.4198, -3.1158
3.80887, -10.4215, -3.11435
3.70346, -10.4242, -3.11366
3.59914, -10.4252, -3.11188
3.4929, -10.4283, -3.11151
3.38658, -10.4317, -3.11114
3.28053, -10.4359, -3.11111
3.17489, -10.4406, -3.11136
3.06898, -10.4436, -3.1108
2.96275, -10.4464, -3.11029
2.85622, -10.4493, -3.1099
2.75005, -10.4527, -3.10915
2.64401, -10.4549, -3.10804
2.53701, -10.4579, -3.10789
2.42983, -10.4611, -3.10787
2.32265, -10.4639, -3.10877
2.21522, -10.467, -3.10897
2.10779, -10.4698, -3.10947
2.00065, -10.472, -3.11071
1.89358, -10.4754, -3.11121
1.78642, -10.4789, -3.11171
1.67916, -10.4821, -3.1122
1.57187, -10.4849, -3.11272
1.46452, -10.487, -3.11362
1.35773, -10.4894, -3.11469
1.25095, -10.4908, -3.11576
1.14424, -10.4928, -3.11668
1.03671, -10.4959, -3.11844
0.928488, -10.4987, -3.1197
0.819769, -10.5016, -3.12067
0.711234, -10.505, -3.12225
0.603301, -10.5065, -3.12402
0.494519, -10.5086, -3.1249
0.38579, -10.5106, -3.12578
0.277071, -10.5124, -3.12668
0.16834, -10.514, -3.1276
0.0595905, -10.5155, -3.12854
-0.0484922, -10.517, -3.13112
-0.157107, -10.5186, -3.133
-0.266106, -10.5185, -3.13417
-0.375461, -10.518, -3.13549
-0.48538, -10.5174, 1.57548
-0.485613, -10.4072, 1.57471
-0.484591, -10.2975, 1.57299
-0.484745, -10.1897, 1.57264
-0.484919, -10.0825, 1.57245
-0.485073, -9.97569, 1.57232
-0.485124, -9.86875, 1.57218
-0.48544, -9.76173, 1.57142
-0.482869, -9.65507, 1.56987
-0.481711, -9.54859, 1.56944
-0.480707, -9.44187, 1.56816
-0.478779, -9.33462, 1.56736
-0.477497, -9.22571, 1.56617
-0.476264, -9.11597, 1.56392
-0.475058, -9.00588, 1.56153
-0.474956, -8.89549, 1.55995
-0.472828, -8.78563, 1.55765
-0.473563, -8.67721, 1.5554
-0.47227, -8.56791, 1.55449
-0.471294, -8.45903, 1.55391
-0.47048, -8.35053, 1.55349
-0.469871, -8.24236, 1.55338
-0.469189, -8.13427, 1.55348
-0.468126, -8.02597, 1.55351
-0.466954, -7.91748, 1.5536
-0.465676, -7.80871, 1.55372
-0.464296, -7.69963, 1.55383
-0.464018, -7.59056, 1.55365
-0.462421, -7.48097, 1.55384
-0.460898, -7.3713, 1.55407
-0.459474, -7.26165, 1.55441
-0.458263, -7.15239, 1.55517
-0.456783, -7.04295, 1.5557
-0.455246, -6.93359, 1.5564
-0.453459, -6.82415, 1.55716
-0.451822, -6.71442, 1.55776
-0.449844, -6.60461, 1.55866
-0.448273, -6.49435, 1.559
-0.446971, -6.38437, 1.55965
-0.445774, -6.27441, 1.56028
-0.443954, -6.1645, 1.56105
-0.442841, -6.05433, 1.56135
-0.441646, -5.94427, 1.56168
-0.440592, -5.83444, 1.56226
-0.43942, -5.72507, 1.56288
-0.438491, -5.61559, 1.56333
-0.437335, -5.50617, 1.56391
-0.436801, -5.3965, 1.5642
-0.436606, -5.2869, 1.56469
-0.436252, -5.17705, 1.56501
-0.435753, -5.06704, 1.56543
-0.435177, -4.95686, 1.56588
-0.434417, -4.84671, 1.56645
-0.433917, -4.73642, 1.56683
-0.433485, -4.62612, 1.56739
-0.433036, -4.51587, 1.56779
-0.432915, -4.40569, 1.56836
-0.432407, -4.2955, 1.56894
-0.432477, -4.18527, 1.56945
-0.432455, -4.07498, 1.57012
-0.43331, -3.96479, 1.57089
-0.433703, -3.8543, 1.57132
-0.433696, -3.74382, 1.57196
-0.433744, -3.63334, 1.57243
-0.433507, -3.52289, 1.57281
-0.433209, -3.41261, 1.57351
-0.433043, -3.30234, 1.57376
-0.433215, -3.19225, 1.5741
-0.433293, -3.08248, 1.57451
-0.43407, -2.97308, 1.57509
