-0.149771, -0.131064, 0.293384, 0.26823
-0.0440749, -0.130764, 0.281947, 0.267818
0.0626251, -0.13105, 0.268563, 0.268535
0.170404, -0.131826, 0.252524, 0.269218
0.279268, -0.133013, 0.234353, 0.268305
0.389124, -0.134542, 0.214258, 0.267977
0.499755, -0.13636, 0.192695, 0.268226
0.610828, -0.137248, 0.179099, 0.267888
0.706799, -0.136324, 0.190798, 0.26615
0.806569, -0.135866, 0.178973, 0.265374
0.915917, -0.135963, 0.176084, 0.265752
1.00381, -0.136717, 0.19014, 0.267498
1.11044, -0.138224, 0.172469, 0.270741
1.21284, -0.13742, 0.166401, 0.267915
1.31744, -0.135613, 0.170333, 0.26436
1.40743, -0.134122, 0.192856, 0.261453
1.49531, -0.133014, 0.213673, 0.25933
1.60103, -0.132371, 0.190438, 0.258163
1.72089, -0.132295, 0.150299, 0.258167
1.82018, -0.132907, 0.163717, 0.259599
1.91917, -0.134345, 0.166576, 0.262756
2.02264, -0.136734, 0.15664, 0.267922
2.11723, -0.137971, 0.164671, 0.269127
2.21263, -0.136403, 0.182561, 0.266063
2.3074, -0.135187, 0.177358, 0.263722
2.41949, -0.134396, 0.168965, 0.262255
2.52098, -0.134117, 0.150128, 0.261844
2.62682, -0.134453, 0.154312, 0.262712
2.71011, -0.135399, 0.171974, 0.263823
2.82689, -0.13362, 0.154173, 0.260325
2.90974, -0.132175, 0.188157, 0.257509
3.00294, -0.131137, 0.186329, 0.255526
3.11549, -0.130596, 0.162033, 0.254567
3.218, -0.13067, 0.17187, 0.254874
3.31015, -0.131497, 0.171969, 0.256744
3.43177, -0.13225, 0.144224, 0.258024
3.51055, -0.13252, 0.186469, 0.25842
3.59205, -0.133322, 0.222778, 0.259913
3.68702, -0.132643, 0.218494, 0.260386
3.79698, -0.131522, 0.198282, 0.260795
3.90734, -0.130826, 0.178634, 0.261939
4.03002, -0.130638, 0.140667, 0.261571
4.11339, -0.131056, 0.180223, 0.260072
4.20379, -0.132189, 0.200177, 0.260177
4.29357, -0.134146, 0.210747, 0.261851
4.40121, -0.134622, 0.189896, 0.262663
4.51502, -0.135572, 0.164354, 0.264458
4.61446, -0.133171, 0.178914, 0.26038
4.70152, -0.131461, 0.189282, 0.256666
4.81577, -0.130658, 0.162536, 0.254845
4.92348, -0.130604, 0.147194, 0.254578
5.01709, -0.13116, 0.167312, 0.255569
5.11542, -0.132211, 0.177078, 0.257579
