-0.0734854, -0.0571091, 0.126693, 0.0973762
0.0334108, -0.0733992, 0.152241, 0.124384
0.093235, -0.0668309, 0.162078, 0.11083
0.220017, -0.0549985, 0.158258, 0.118197
0.34714, -0.0559585, 0.127224, 0.102875
0.431703, -0.0606721, 0.12279, 0.143461
0.558652, -0.0831015, 0.127196, 0.131041
0.629996, -0.073495, 0.142902, 0.153896
0.779384, -0.0641343, 0.0691448, 0.116139
0.843255, -0.0708855, 0.105288, 0.127781
0.951944, -0.0623137, 0.111471, 0.134235
1.03968, -0.0703917, 0.110239, 0.136707
1.13257, -0.0710721, 0.133945, 0.162158
1.24476, -0.0890776, 0.126162, 0.15785
1.35037, -0.0780844, 0.0902345, 0.15369
1.47093, -0.077608, 0.0628344, 0.149477
1.55575, -0.0816985, 0.115111, 0.150298
1.60912, -0.0915275, 0.174387, 0.166718
1.6749, -0.0918268, 0.223435, 0.190455
1.78505, -0.106049, 0.233566, 0.193316
1.86576, -0.118722, 0.250853, 0.207877
1.98501, -0.108727, 0.21599, 0.207752
2.14482, -0.104142, 0.145816, 0.188206
2.27944, -0.056618, 0.0609464, 0.113494
2.32821, -0.086175, 0.104497, 0.166125
2.44113, -0.0901518, 0.136939, 0.168497
2.53825, -0.0704746, 0.157472, 0.181342
2.62645, -0.0830178, 0.132457, 0.194298
2.7748, -0.0888258, 0.0915672, 0.165738
2.84761, -0.0835039, 0.105464, 0.156372
2.94335, -0.0879568, 0.115508, 0.187126
3.03834, -0.0926005, 0.11145, 0.188221
3.11508, -0.108409, 0.13685, 0.197809
3.25296, -0.0800799, 0.117352, 0.165125
3.34699, -0.0801151, 0.143499, 0.173336
3.43486, -0.0993898, 0.176057, 0.178862
3.51498, -0.102146, 0.221859, 0.211889
3.5493, -0.0916146, 0.241711, 0.217017
3.64252, -0.114545, 0.294897, 0.231747
3.7755, -0.0939809, 0.229156, 0.18848
3.95518, -0.0794306, 0.142319, 0.168666
4.02079, -0.0776184, 0.115324, 0.17387
4.13077, -0.08389, 0.112696, 0.179369
4.22011, -0.093831, 0.179348, 0.186317
4.32357, -0.0921328, 0.15902, 0.203641
4.42606, -0.0896394, 0.123849, 0.169711
4.5673, -0.0886805, 0.117992, 0.167994
